ID_obra,Tipo_ladrillo,Altura_muro,Ancho_muro,Espesor_muro,Area_muro,Cantidad_ladrillos,Cemento (Kg),Cal (Kg),Arena (m3),Cemento_albañilería (Kg)
527,Cerámico portante 19x12x39,2.85,2.73,0.15,7.78,92.0,5.06,19.45,0.093,0.0
528,Cerámico portante 19x12x39,2.64,3.19,0.15,8.42,96.0,0.0,0.0,0.109,21.05
529,Cerámico portante 19x12x39,3.0,2.42,0.15,7.26,90.0,0.0,0.0,0.094,18.15
530,Cerámico portante 19x12x39,2.32,3.83,0.15,8.89,104.0,0.0,0.0,0.116,22.21
531,Cerámico portante 19x12x39,1.8,5.44,0.15,9.79,114.0,0.0,0.0,0.127,24.48
532,Cerámico portante 19x12x39,2.82,2.85,0.15,8.04,103.0,0.0,0.0,0.104,20.09
533,Cerámico portante 19x12x39,2.58,5.18,0.15,13.36,175.0,0.0,0.0,0.174,33.41
534,Cerámico portante 19x12x39,1.96,4.61,0.15,9.04,118.0,5.87,22.59,0.108,0.0
535,Cerámico portante 19x12x39,2.27,4.85,0.15,11.01,129.0,0.0,0.0,0.143,27.52
536,Cerámico portante 19x12x39,1.85,4.67,0.15,8.64,114.0,0.0,0.0,0.112,21.6
537,Cerámico portante 19x12x39,1.92,4.75,0.15,9.12,108.0,0.0,0.0,0.119,22.8
538,Cerámico portante 19x12x39,2.65,5.8,0.15,15.37,174.0,0.0,0.0,0.2,38.42
539,Cerámico portante 19x12x39,2.89,3.07,0.15,8.87,115.0,5.77,22.18,0.106,0.0
540,Cerámico portante 19x12x39,2.28,5.05,0.15,11.51,142.0,0.0,0.0,0.15,28.78
541,Cerámico portante 19x12x39,1.96,5.43,0.15,10.64,135.0,0.0,0.0,0.138,26.61
542,Cerámico portante 19x12x39,2.77,2.48,0.15,6.87,81.0,4.47,17.17,0.082,0.0
543,Cerámico portante 19x12x39,2.22,3.49,0.15,7.75,87.0,5.04,19.37,0.093,0.0
544,Cerámico portante 19x12x39,2.46,5.52,0.15,13.58,175.0,0.0,0.0,0.177,33.95
545,Cerámico portante 19x12x39,2.74,3.83,0.15,10.49,128.0,6.82,26.24,0.126,0.0
546,Cerámico portante 19x12x39,2.07,2.99,0.15,6.19,77.0,4.02,15.47,0.074,0.0
547,Cerámico portante 19x12x39,2.61,4.33,0.15,11.3,155.0,7.35,28.25,0.136,0.0
548,Cerámico portante 19x12x39,2.57,4.25,0.15,10.92,144.0,0.0,0.0,0.142,27.31
549,Cerámico portante 19x12x39,2.03,2.56,0.15,5.2,66.0,0.0,0.0,0.068,12.99
550,Cerámico portante 19x12x39,2.13,5.93,0.15,12.63,158.0,8.21,31.58,0.152,0.0
551,Cerámico portante 19x12x39,2.11,3.38,0.15,7.13,96.0,4.64,17.83,0.086,0.0
552,Cerámico portante 19x12x39,1.87,2.59,0.15,4.84,54.0,0.0,0.0,0.063,12.11
553,Cerámico portante 19x12x39,1.85,3.66,0.15,6.77,81.0,4.4,16.93,0.081,0.0
554,Cerámico portante 19x12x39,2.62,2.3,0.15,6.03,71.0,0.0,0.0,0.078,15.06
555,Cerámico portante 19x12x39,2.02,3.83,0.15,7.74,97.0,0.0,0.0,0.101,19.34
556,Cerámico portante 19x12x39,2.05,2.2,0.15,4.51,60.0,0.0,0.0,0.059,11.27
557,Cerámico portante 19x12x39,2.43,3.57,0.15,8.68,111.0,5.64,21.69,0.104,0.0
558,Cerámico portante 19x12x39,2.4,3.63,0.15,8.71,118.0,5.66,21.78,0.105,0.0
559,Cerámico portante 19x12x39,2.32,4.37,0.15,10.14,115.0,6.59,25.35,0.122,0.0
560,Cerámico portante 19x12x39,2.03,5.17,0.15,10.5,141.0,0.0,0.0,0.136,26.24
561,Cerámico portante 19x12x39,2.27,5.81,0.15,13.19,180.0,8.57,32.97,0.158,0.0
562,Cerámico portante 19x12x39,2.37,4.87,0.15,11.54,136.0,0.0,0.0,0.15,28.85
563,Cerámico portante 19x12x39,2.74,5.84,0.15,16.0,210.0,10.4,40.0,0.192,0.0
564,Cerámico portante 19x12x39,1.81,3.43,0.15,6.21,84.0,4.04,15.52,0.074,0.0
565,Cerámico portante 19x12x39,2.07,3.29,0.15,6.81,91.0,4.43,17.03,0.082,0.0
566,Cerámico portante 19x12x39,2.31,2.12,0.15,4.9,60.0,0.0,0.0,0.064,12.24
567,Cerámico portante 19x12x39,2.88,2.62,0.15,7.55,103.0,0.0,0.0,0.098,18.86
568,Cerámico portante 19x12x39,1.85,5.04,0.15,9.32,113.0,6.06,23.31,0.112,0.0
569,Cerámico portante 19x12x39,1.84,2.23,0.15,4.1,50.0,2.67,10.26,0.049,0.0
570,Cerámico portante 19x12x39,2.99,3.55,0.15,10.61,134.0,0.0,0.0,0.138,26.54
571,Cerámico portante 19x12x39,2.09,2.77,0.15,5.79,78.0,3.76,14.47,0.069,0.0
572,Cerámico portante 19x12x39,2.07,2.16,0.15,4.47,50.0,2.91,11.18,0.054,0.0
573,Cerámico portante 19x12x39,2.62,2.9,0.15,7.6,93.0,0.0,0.0,0.099,19.0
574,Cerámico portante 19x12x39,2.42,5.04,0.15,12.2,145.0,7.93,30.49,0.146,0.0
575,Cerámico portante 19x12x39,2.28,5.05,0.15,11.51,153.0,0.0,0.0,0.15,28.78
576,Cerámico portante 19x12x39,2.05,3.02,0.15,6.19,74.0,0.0,0.0,0.08,15.48
577,Cerámico portante 19x12x39,2.56,3.46,0.15,8.86,106.0,0.0,0.0,0.115,22.14
578,Cerámico portante 19x12x39,2.29,5.24,0.15,12.0,160.0,7.8,30.0,0.144,0.0
579,Cerámico portante 19x12x39,2.73,4.62,0.15,12.61,146.0,8.2,31.53,0.151,0.0
580,Cerámico portante 19x12x39,2.15,5.72,0.15,12.3,150.0,0.0,0.0,0.16,30.74
581,Cerámico portante 19x12x39,2.3,4.09,0.15,9.41,107.0,6.11,23.52,0.113,0.0
582,Cerámico portante 19x12x39,2.16,2.92,0.15,6.31,70.0,4.1,15.77,0.076,0.0
583,Cerámico portante 19x12x39,2.17,4.93,0.15,10.7,137.0,0.0,0.0,0.139,26.75
584,Cerámico portante 19x12x39,2.31,3.21,0.15,7.42,89.0,4.82,18.54,0.089,0.0
585,Cerámico portante 19x12x39,2.02,3.48,0.15,7.03,94.0,4.57,17.57,0.084,0.0
586,Cerámico portante 19x12x39,2.45,2.6,0.15,6.37,77.0,4.14,15.93,0.076,0.0
587,Cerámico portante 19x12x39,2.0,5.12,0.15,10.24,130.0,0.0,0.0,0.133,25.6
588,Cerámico portante 19x12x39,2.12,4.41,0.15,9.35,112.0,0.0,0.0,0.122,23.37
589,Cerámico portante 19x12x39,2.42,4.04,0.15,9.78,119.0,6.35,24.44,0.117,0.0
590,Cerámico portante 19x12x39,2.02,2.39,0.15,4.83,64.0,0.0,0.0,0.063,12.07
591,Cerámico portante 19x12x39,2.82,3.38,0.15,9.53,107.0,6.2,23.83,0.114,0.0
592,Cerámico portante 19x12x39,2.21,3.34,0.15,7.38,101.0,4.8,18.45,0.089,0.0
593,Cerámico portante 19x12x39,2.72,4.68,0.15,12.73,157.0,8.27,31.82,0.153,0.0
594,Cerámico portante 19x12x39,2.38,4.03,0.15,9.59,117.0,6.23,23.98,0.115,0.0
595,Cerámico portante 19x12x39,1.83,5.36,0.15,9.81,110.0,6.38,24.52,0.118,0.0
596,Cerámico portante 19x12x39,2.33,2.94,0.15,6.85,89.0,0.0,0.0,0.089,17.13
597,Cerámico portante 19x12x39,2.44,4.16,0.15,10.15,125.0,6.6,25.38,0.122,0.0
598,Cerámico portante 19x12x39,2.84,2.72,0.15,7.72,102.0,0.0,0.0,0.1,19.31
599,Cerámico portante 19x12x39,2.07,5.52,0.15,11.43,151.0,0.0,0.0,0.149,28.57
600,Cerámico portante 19x12x39,2.18,5.27,0.15,11.49,143.0,7.47,28.72,0.138,0.0
601,Ceramico no portante 18x18x33,2.92,5.4,0.2,15.77,570.0,0.0,0.0,0.725,134.03
602,Ceramico no portante 18x18x33,2.61,2.21,0.2,5.77,192.0,0.0,0.0,0.265,49.03
603,Ceramico no portante 18x18x33,2.29,5.74,0.2,13.14,427.0,111.73,102.53,0.486,0.0
604,Ceramico no portante 18x18x33,2.1,3.42,0.2,7.18,217.0,0.0,0.0,0.33,61.05
605,Ceramico no portante 18x18x33,2.2,2.23,0.2,4.91,157.0,0.0,0.0,0.226,41.7
606,Ceramico no portante 18x18x33,2.74,4.93,0.2,13.51,411.0,114.82,105.36,0.5,0.0
607,Ceramico no portante 18x18x33,1.92,3.11,0.2,5.97,188.0,50.76,46.58,0.221,0.0
608,Ceramico no portante 18x18x33,1.81,3.8,0.2,6.88,248.0,58.46,53.65,0.254,0.0
609,Ceramico no portante 18x18x33,1.94,3.61,0.2,7.0,242.0,0.0,0.0,0.322,59.53
610,Ceramico no portante 18x18x33,2.22,3.59,0.2,7.97,250.0,67.74,62.16,0.295,0.0
611,Ceramico no portante 18x18x33,2.69,4.52,0.2,12.16,405.0,103.35,94.84,0.45,0.0
612,Ceramico no portante 18x18x33,2.52,2.31,0.2,5.82,175.0,0.0,0.0,0.268,49.48
613,Ceramico no portante 18x18x33,2.32,4.78,0.2,11.09,362.0,94.26,86.5,0.41,0.0
614,Ceramico no portante 18x18x33,2.57,4.82,0.2,12.39,398.0,0.0,0.0,0.57,105.29
615,Ceramico no portante 18x18x33,2.61,4.33,0.2,11.3,374.0,96.06,88.15,0.418,0.0
616,Ceramico no portante 18x18x33,2.94,2.42,0.2,7.11,218.0,0.0,0.0,0.327,60.48
617,Ceramico no portante 18x18x33,2.93,2.03,0.2,5.95,206.0,0.0,0.0,0.274,50.56
618,Ceramico no portante 18x18x33,2.62,3.63,0.2,9.51,283.0,0.0,0.0,0.437,80.84
619,Ceramico no portante 18x18x33,2.34,5.83,0.2,13.64,441.0,115.96,106.41,0.505,0.0
620,Ceramico no portante 18x18x33,2.69,2.86,0.2,7.69,262.0,0.0,0.0,0.354,65.39
621,Ceramico no portante 18x18x33,2.32,2.37,0.2,5.5,190.0,46.74,42.89,0.203,0.0
622,Ceramico no portante 18x18x33,2.42,3.75,0.2,9.07,329.0,77.14,70.78,0.336,0.0
623,Ceramico no portante 18x18x33,2.6,4.8,0.2,12.48,387.0,106.08,97.34,0.462,0.0
624,Ceramico no portante 18x18x33,2.85,4.95,0.2,14.11,420.0,119.91,110.04,0.522,0.0
625,Ceramico no portante 18x18x33,2.12,2.99,0.2,6.34,190.0,0.0,0.0,0.292,53.88
626,Ceramico no portante 18x18x33,2.53,4.69,0.2,11.87,358.0,0.0,0.0,0.546,100.86
627,Ceramico no portante 18x18x33,2.77,5.29,0.2,14.65,525.0,0.0,0.0,0.674,124.55
628,Ceramico no portante 18x18x33,2.54,4.97,0.2,12.62,436.0,107.3,98.47,0.467,0.0
629,Ceramico no portante 18x18x33,2.25,5.68,0.2,12.78,428.0,0.0,0.0,0.588,108.63
630,Ceramico no portante 18x18x33,2.24,5.58,0.2,12.5,426.0,0.0,0.0,0.575,106.24
631,Ceramico no portante 18x18x33,2.1,4.82,0.2,10.12,329.0,0.0,0.0,0.466,86.04
632,Ceramico no portante 18x18x33,1.97,5.14,0.2,10.13,328.0,0.0,0.0,0.466,86.07
633,Ceramico no portante 18x18x33,2.04,4.36,0.2,8.89,288.0,75.6,69.38,0.329,0.0
634,Ceramico no portante 18x18x33,2.91,2.42,0.2,7.04,244.0,0.0,0.0,0.324,59.86
635,Ceramico no portante 18x18x33,2.29,5.7,0.2,13.05,397.0,0.0,0.0,0.6,110.95
636,Ceramico no portante 18x18x33,2.93,4.99,0.2,14.62,503.0,0.0,0.0,0.673,124.28
637,Ceramico no portante 18x18x33,1.93,3.16,0.2,6.1,193.0,51.84,47.57,0.226,0.0
638,Ceramico no portante 18x18x33,2.69,2.31,0.2,6.21,220.0,52.82,48.47,0.23,0.0
639,Ceramico no portante 18x18x33,2.77,5.15,0.2,14.27,483.0,0.0,0.0,0.656,121.26
640,Ceramico no portante 18x18x33,2.93,5.51,0.2,16.14,490.0,0.0,0.0,0.743,137.23
641,Ceramico no portante 18x18x33,2.79,3.4,0.2,9.49,314.0,80.63,73.99,0.351,0.0
642,Ceramico no portante 18x18x33,2.81,5.44,0.2,15.29,529.0,129.93,119.23,0.566,0.0
643,Ceramico no portante 18x18x33,2.61,2.72,0.2,7.1,243.0,60.34,55.37,0.263,0.0
644,Ceramico no portante 18x18x33,2.69,5.45,0.2,14.66,486.0,124.61,114.35,0.542,0.0
645,Ceramico no portante 18x18x33,1.99,2.33,0.2,4.64,138.0,0.0,0.0,0.213,39.41
646,Ceramico no portante 18x18x33,2.09,3.42,0.2,7.15,217.0,60.76,55.75,0.264,0.0
647,Ceramico no portante 18x18x33,2.05,3.24,0.2,6.64,204.0,56.46,51.81,0.246,0.0
648,Ceramico no portante 18x18x33,2.08,2.88,0.2,5.99,215.0,50.92,46.73,0.222,0.0
649,Ceramico no portante 18x18x33,2.3,5.02,0.2,11.55,409.0,98.14,90.06,0.427,0.0
650,Ceramico no portante 18x18x33,2.64,2.69,0.2,7.1,234.0,0.0,0.0,0.327,60.36
651,Ceramico no portante 18x18x33,2.49,2.09,0.2,5.2,187.0,0.0,0.0,0.239,44.23
652,Ceramico no portante 18x18x33,1.94,3.35,0.2,6.5,199.0,55.24,50.69,0.24,0.0
653,Ceramico no portante 18x18x33,2.72,4.72,0.2,12.84,446.0,109.13,100.14,0.475,0.0
654,Ceramico no portante 18x18x33,1.82,5.17,0.2,9.41,283.0,79.98,73.39,0.348,0.0
655,Ceramico no portante 18x18x33,2.07,4.86,0.2,10.06,357.0,85.51,78.47,0.372,0.0
656,Ceramico no portante 18x18x33,2.79,5.37,0.2,14.98,492.0,127.35,116.86,0.554,0.0
657,Ceramico no portante 18x18x33,2.44,4.04,0.2,9.86,346.0,83.79,76.89,0.365,0.0
658,Ceramico no portante 18x18x33,2.36,2.3,0.2,5.43,175.0,46.14,42.34,0.201,0.0
659,Ceramico no portante 18x18x33,2.14,2.83,0.2,6.06,181.0,51.48,47.24,0.224,0.0
660,Ceramico no portante 18x18x33,2.45,5.87,0.2,14.38,433.0,122.24,112.18,0.532,0.0
661,Ceramico no portante 18x18x33,2.25,5.22,0.2,11.74,382.0,0.0,0.0,0.54,99.83
662,Ceramico no portante 18x18x33,2.06,3.4,0.2,7.0,225.0,59.53,54.63,0.259,0.0
663,Ceramico no portante 18x18x33,2.67,4.63,0.2,12.36,424.0,0.0,0.0,0.569,105.08
664,Ceramico no portante 18x18x33,2.81,3.49,0.2,9.81,332.0,0.0,0.0,0.451,83.36
665,Ceramico no portante 18x18x33,2.46,2.27,0.2,5.58,194.0,0.0,0.0,0.257,47.47
666,Ceramico no portante 18x18x33,2.76,4.07,0.2,11.23,344.0,0.0,0.0,0.517,95.48
667,Ceramico no portante 18x18x33,2.66,3.55,0.2,9.44,321.0,0.0,0.0,0.434,80.27
668,Ceramico no portante 18x18x33,2.89,5.03,0.2,14.54,489.0,0.0,0.0,0.669,123.56
669,Ceramico no portante 18x18x33,2.45,5.03,0.2,12.32,390.0,104.75,96.12,0.456,0.0
670,Ceramico no portante 18x18x33,2.26,4.35,0.2,9.83,304.0,0.0,0.0,0.452,83.56
671,Ceramico no portante 18x18x33,2.31,5.63,0.2,13.01,429.0,0.0,0.0,0.598,110.55
672,Ceramico no portante 18x18x33,2.64,3.53,0.2,9.32,327.0,0.0,0.0,0.429,79.21
673,Ceramico no portante 18x18x33,2.32,4.2,0.2,9.74,323.0,0.0,0.0,0.448,82.82
674,Ceramico no portante 18x18x33,2.56,3.3,0.2,8.45,265.0,71.81,65.89,0.313,0.0
675,Ceramico no portante 18x18x33,2.51,3.06,0.2,7.68,261.0,65.29,59.91,0.284,0.0
676,Ceramico no portante 18x18x33,2.71,2.75,0.2,7.45,225.0,0.0,0.0,0.343,63.35
677,Ceramico no portante 18x18x33,1.98,2.87,0.2,5.68,186.0,0.0,0.0,0.261,48.3
678,Ceramico no portante 18x18x33,2.87,5.3,0.2,15.21,515.0,129.29,118.65,0.563,0.0
679,Ceramico no portante 18x18x33,2.19,5.59,0.2,12.24,435.0,0.0,0.0,0.563,104.06
680,Ceramico no portante 18x18x33,3.0,5.3,0.2,15.9,560.0,135.15,124.02,0.588,0.0
681,Ceramico no portante 18x18x33,2.65,5.87,0.2,15.56,546.0,0.0,0.0,0.716,132.22
682,Ceramico no portante 18x18x33,2.7,5.23,0.2,14.12,499.0,120.03,110.14,0.522,0.0
683,Ceramico no portante 18x18x33,2.49,3.22,0.2,8.02,254.0,68.15,62.54,0.297,0.0
684,Ceramico no portante 18x18x33,2.23,5.13,0.2,11.44,382.0,97.24,89.23,0.423,0.0
685,Ceramico no portante 18x18x33,1.82,2.07,0.2,3.77,134.0,32.02,29.39,0.139,0.0
686,Ceramico no portante 18x18x33,1.96,4.05,0.2,7.94,236.0,0.0,0.0,0.365,67.47
687,Ceramico no portante 18x18x33,2.28,3.56,0.2,8.12,244.0,68.99,63.31,0.3,0.0
688,Ceramico no portante 18x18x33,2.65,3.56,0.2,9.43,294.0,0.0,0.0,0.434,80.19
689,Ceramico no portante 18x18x33,2.25,4.47,0.2,10.06,340.0,0.0,0.0,0.463,85.49
690,Ceramico no portante 18x18x33,2.98,4.6,0.2,13.71,479.0,116.52,106.92,0.507,0.0
691,Ceramico no portante 18x18x33,2.4,5.8,0.2,13.92,489.0,118.32,108.58,0.515,0.0
692,Ceramico no portante 18x18x33,2.56,2.22,0.2,5.68,192.0,48.31,44.33,0.21,0.0
693,Ceramico no portante 18x18x33,2.47,4.99,0.2,12.33,431.0,0.0,0.0,0.567,104.77
694,Ceramico no portante 18x18x33,2.35,4.67,0.2,10.97,386.0,0.0,0.0,0.505,93.28
695,Ceramico no portante 18x18x33,2.62,2.1,0.2,5.5,169.0,0.0,0.0,0.253,46.77
696,Ceramico no portante 18x18x33,2.76,5.84,0.2,16.12,535.0,0.0,0.0,0.741,137.01
697,Ceramico no portante 18x18x33,2.49,3.11,0.2,7.74,277.0,0.0,0.0,0.356,65.82
698,Ceramico no portante 18x18x33,2.51,4.81,0.2,12.07,363.0,0.0,0.0,0.555,102.62
699,Ceramico no portante 18x18x33,2.1,4.76,0.2,10.0,336.0,0.0,0.0,0.46,84.97
700,Ceramico no portante 18x18x33,2.86,2.79,0.2,7.98,275.0,67.82,62.24,0.295,0.0
701,Ceramico no portante 18x18x33,1.84,5.59,0.2,10.29,347.0,87.43,80.23,0.381,0.0
702,Ceramico no portante 18x18x33,1.95,3.39,0.2,6.61,215.0,0.0,0.0,0.304,56.19
703,Ceramico no portante 18x18x33,2.82,5.75,0.2,16.22,490.0,137.83,126.48,0.6,0.0
704,Ceramico no portante 18x18x33,2.3,2.67,0.2,6.14,201.0,0.0,0.0,0.282,52.2
705,Ceramico no portante 18x18x33,1.92,2.67,0.2,5.13,157.0,0.0,0.0,0.236,43.57
706,Ceramico no portante 18x18x33,2.0,2.46,0.2,4.92,146.0,0.0,0.0,0.226,41.82
707,Ceramico no portante 18x18x33,2.56,2.88,0.2,7.37,219.0,0.0,0.0,0.339,62.67
708,Ceramico no portante 18x18x33,2.22,3.21,0.2,7.13,257.0,60.57,55.58,0.264,0.0
709,Ceramico no portante 18x18x33,1.89,5.95,0.2,11.25,354.0,0.0,0.0,0.517,95.59
710,Ceramico no portante 18x18x33,2.54,2.62,0.2,6.65,218.0,0.0,0.0,0.306,56.57
711,Ceramico no portante 18x18x33,2.55,3.09,0.2,7.88,259.0,0.0,0.0,0.362,66.98
712,Ceramico no portante 18x18x33,2.98,3.58,0.2,10.67,367.0,90.68,83.21,0.395,0.0
713,Ceramico no portante 18x18x33,2.67,4.3,0.2,11.48,391.0,0.0,0.0,0.528,97.59
714,Ceramico no portante 18x18x33,2.04,2.18,0.2,4.45,135.0,37.8,34.69,0.165,0.0
715,Ceramico no portante 18x18x33,2.87,3.49,0.2,10.02,310.0,0.0,0.0,0.461,85.14
716,Ceramico no portante 18x18x33,2.59,4.24,0.2,10.98,375.0,0.0,0.0,0.505,93.34
717,Ceramico no portante 18x18x33,2.76,2.49,0.2,6.87,235.0,58.42,53.6,0.254,0.0
718,Ceramico no portante 18x18x33,2.94,2.7,0.2,7.94,265.0,67.47,61.92,0.294,0.0
719,Ceramico no portante 18x18x33,2.96,5.73,0.2,16.96,586.0,0.0,0.0,0.78,144.17
720,Ceramico no portante 18x18x33,2.02,3.11,0.2,6.28,195.0,0.0,0.0,0.289,53.4
721,Ceramico no portante 18x18x33,2.88,4.42,0.2,12.73,426.0,0.0,0.0,0.586,108.2
722,Ceramico no portante 18x18x33,2.74,3.01,0.2,8.25,296.0,70.1,64.33,0.305,0.0
723,Ceramico no portante 18x18x33,2.81,5.18,0.2,14.56,449.0,123.72,113.54,0.539,0.0
724,Ceramico no portante 18x18x33,2.85,3.0,0.2,8.55,268.0,72.68,66.69,0.316,0.0
725,Ceramico no portante 18x18x33,2.52,2.21,0.2,5.57,179.0,47.34,43.44,0.206,0.0
726,Ceramico no portante 18x18x33,2.35,3.4,0.2,7.99,242.0,0.0,0.0,0.368,67.92
727,Ceramico no portante 18x18x33,1.85,3.17,0.2,5.86,182.0,49.85,45.74,0.217,0.0
728,Ceramico no portante 18x18x33,2.36,3.87,0.2,9.13,317.0,77.63,71.24,0.338,0.0
729,Ceramico no portante 18x18x33,2.32,4.39,0.2,10.18,369.0,0.0,0.0,0.469,86.57
730,Ceramico no portante 18x18x33,2.79,2.68,0.2,7.48,223.0,0.0,0.0,0.344,63.56
731,Ceramico no portante 18x18x33,2.07,4.68,0.2,9.69,317.0,0.0,0.0,0.446,82.34
732,Ceramico no portante 18x18x33,2.55,3.11,0.2,7.93,280.0,67.41,61.86,0.293,0.0
733,Ceramico no portante 18x18x33,1.99,2.1,0.2,4.18,136.0,35.52,32.6,0.155,0.0
734,Ceramico no portante 18x18x33,2.73,5.66,0.2,15.45,478.0,131.34,120.52,0.572,0.0
735,Ceramico no portante 18x18x33,2.76,3.57,0.2,9.85,341.0,83.75,76.85,0.365,0.0
736,Ceramico no portante 18x18x33,2.08,4.71,0.2,9.8,327.0,83.27,76.42,0.362,0.0
737,Ceramico no portante 18x18x33,2.18,5.0,0.2,10.9,354.0,0.0,0.0,0.501,92.65
738,Ceramico no portante 18x18x33,2.08,3.38,0.2,7.03,210.0,59.76,54.84,0.26,0.0
739,Ceramico no portante 18x18x33,1.85,4.55,0.2,8.42,283.0,71.55,65.66,0.311,0.0
740,Ceramico no portante 18x18x33,2.18,5.39,0.2,11.75,422.0,0.0,0.0,0.541,99.88
741,Ceramico no portante 18x18x33,2.22,5.65,0.2,12.54,400.0,0.0,0.0,0.577,106.62
742,Ceramico no portante 18x18x33,2.66,4.82,0.2,12.82,433.0,0.0,0.0,0.59,108.98
743,Ceramico no portante 18x18x33,2.13,2.57,0.2,5.47,173.0,0.0,0.0,0.252,46.53
744,Ceramico no portante 18x18x33,2.99,4.16,0.2,12.44,450.0,0.0,0.0,0.572,105.73
745,Ceramico no portante 18x18x33,2.04,2.66,0.2,5.43,169.0,0.0,0.0,0.25,46.12
746,Ceramico no portante 18x18x33,2.34,4.01,0.2,9.38,293.0,79.76,73.19,0.347,0.0
747,Ceramico no portante 18x18x33,2.58,3.09,0.2,7.97,246.0,0.0,0.0,0.367,67.76
748,Ceramico no portante 18x18x33,2.93,5.14,0.2,15.06,493.0,0.0,0.0,0.693,128.01
749,Ceramico no portante 18x18x33,2.29,3.61,0.2,8.27,293.0,0.0,0.0,0.38,70.27
750,Ceramico no portante 18x18x33,2.15,3.2,0.2,6.88,209.0,58.48,53.66,0.255,0.0
751,Ceramico no portante 18x18x33,2.21,3.72,0.2,8.22,289.0,69.88,64.13,0.304,0.0
752,Ceramico no portante 18x18x33,2.62,5.8,0.2,15.2,465.0,0.0,0.0,0.699,129.17
753,Ceramico no portante 18x18x33,2.0,2.47,0.2,4.94,164.0,41.99,38.53,0.183,0.0
754,Ceramico no portante 18x18x33,2.06,2.06,0.2,4.24,142.0,0.0,0.0,0.195,36.07
755,Ceramico no portante 18x18x33,2.59,5.59,0.2,14.48,468.0,0.0,0.0,0.666,123.06
756,Ceramico no portante 18x18x33,2.79,5.2,0.2,14.51,440.0,0.0,0.0,0.667,123.32
757,Ceramico no portante 18x18x33,2.23,2.37,0.2,5.29,177.0,44.92,41.22,0.196,0.0
758,Ceramico no portante 18x18x33,2.51,4.96,0.2,12.45,372.0,105.82,97.11,0.461,0.0
759,Ceramico no portante 18x18x33,1.92,2.69,0.2,5.16,172.0,0.0,0.0,0.238,43.9
760,Ceramico no portante 18x18x33,2.09,2.58,0.2,5.39,164.0,45.83,42.06,0.2,0.0
761,Ceramico no portante 18x18x33,2.06,5.96,0.2,12.28,411.0,104.36,95.77,0.454,0.0
762,Ceramico no portante 18x18x33,2.79,5.28,0.2,14.73,483.0,0.0,0.0,0.678,125.22
763,Ceramico no portante 18x18x33,1.86,4.23,0.2,7.87,241.0,66.88,61.37,0.291,0.0
764,Ceramico no portante 18x18x33,2.38,5.36,0.2,12.76,397.0,0.0,0.0,0.587,108.43
765,Ceramico no portante 18x18x33,2.79,3.54,0.2,9.88,323.0,83.95,77.04,0.365,0.0
766,Ceramico no portante 18x18x33,2.62,2.31,0.2,6.05,196.0,0.0,0.0,0.278,51.44
767,Ceramico no portante 18x18x33,2.37,3.63,0.2,8.6,264.0,73.13,67.1,0.318,0.0
768,Ceramico no portante 18x18x33,2.47,4.86,0.2,12.0,361.0,0.0,0.0,0.552,102.04
769,Ceramico no portante 18x18x33,2.93,4.65,0.2,13.62,411.0,115.81,106.27,0.504,0.0
770,Ceramico no portante 18x18x33,2.62,5.76,0.2,15.09,452.0,0.0,0.0,0.694,128.28
771,Ceramico no portante 18x18x33,1.93,3.42,0.2,6.6,214.0,0.0,0.0,0.304,56.11
772,Ceramico no portante 18x18x33,2.06,3.15,0.2,6.49,216.0,0.0,0.0,0.298,55.16
773,Ceramico no portante 18x18x33,1.85,3.68,0.2,6.81,209.0,0.0,0.0,0.313,57.87
774,Ceramico no portante 18x18x33,1.91,3.27,0.2,6.25,225.0,53.09,48.72,0.231,0.0
775,Ceramico no portante 18x18x33,2.86,5.74,0.2,16.42,586.0,0.0,0.0,0.755,139.54
776,Ceramico no portante 18x18x33,2.14,2.37,0.2,5.07,161.0,43.11,39.56,0.188,0.0
777,Ceramico no portante 18x18x33,2.31,4.93,0.2,11.39,400.0,96.8,88.83,0.421,0.0
778,Ceramico no portante 18x18x33,2.45,5.38,0.2,13.18,428.0,0.0,0.0,0.606,112.04
779,Ceramico no portante 18x18x33,2.4,3.74,0.2,8.98,281.0,76.3,70.01,0.332,0.0
780,Ceramico no portante 18x18x33,2.49,3.3,0.2,8.22,246.0,0.0,0.0,0.378,69.84
781,Ceramico no portante 18x18x33,2.66,4.79,0.2,12.74,405.0,108.3,99.38,0.471,0.0
782,Ceramico no portante 18x18x33,2.21,4.68,0.2,10.34,362.0,87.91,80.67,0.383,0.0
783,Ceramico no portante 18x18x33,2.74,3.06,0.2,8.38,303.0,0.0,0.0,0.386,71.27
784,Ceramico no portante 18x18x33,2.03,3.84,0.2,7.8,253.0,0.0,0.0,0.359,66.26
785,Ceramico no portante 18x18x33,1.88,5.55,0.2,10.43,338.0,88.69,81.39,0.386,0.0
786,Ceramico no portante 18x18x33,1.99,2.68,0.2,5.33,173.0,45.33,41.6,0.197,0.0
787,Ceramico no portante 18x18x33,1.9,3.57,0.2,6.78,205.0,0.0,0.0,0.312,57.66
788,Ceramico no portante 18x18x33,1.99,3.34,0.2,6.65,200.0,0.0,0.0,0.306,56.5
789,Ceramico no portante 18x18x33,2.8,5.9,0.2,16.52,505.0,140.42,128.86,0.611,0.0
